file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
Oakland_11042014_CityCouncilDistrict2.csv,0.6,om,DANA KING,ABEL GUILLEN,Clone,6
Oakland_11042014_CityCouncilDistrict6.csv,0.6,om,SHEREDA F. NOSAKHARE,DESLEY BROOKS,Clone,6
Oakland_11062012_CityCouncilDistrict1.csv,0.6,om,AMY LEMLEY,DAN KALB,Clone,8
Oakland_11062012_CityCouncilDistrict3.csv,0.6,om,SEAN SULLIVAN,LYNETTE GIBSON-MCELHANEY,Clone,7
Oakland_11082016_SchoolDirectorDistrict5.csv,0.6,om,HUBER TRENADO,ROSIE TORRES,Clone,5
Oakland_11082022_Schoolboarddistrict4.csv,0.6,om,NICK RESNICK,PECOLIA MANIGO,Clone,4
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.6,om,Terry Lee,Dale Washam,Clone,7
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.6,om,Barbara Gelman,Dale Washam,Clone,7
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.6,om,Jan Shabro,Dale Washam,Clone,7
PierceCounty_11042008_CountyExecutiveMember.csv,0.6,om,Shawn Bunney,Pat McCarthy,Clone,5
SanFrancisco_06052018_Mayor.csv,0.6,om,JANE KIM,LONDON BREED,MARK LENO,10
SanFrancisco_06052018_Mayor.csv,0.6,om,MARK LENO,LONDON BREED,Clone,10
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,0.6,om,JANET REILLY,MARK FARRELL,Clone,7
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,0.6,om,SUE LEE,ERIC MAR,Clone,10
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,0.6,om,AHSHA SAFAI,JOHN AVALOS,Clone,10
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,0.6,om,Lillian Sing,Jake McGoldrick,Clone,8
SanFrancisco_11052019_DistrictAttorney.csv,0.6,om,SUZY LOFTUS,CHESA BOUDIN,Clone,5
SanFrancisco_11052024_BoS_D1.csv,0.6,om,MARJAN PHILHOUR,CONNIE CHAN,Clone,6
SanFrancisco_11052024_BoS_D11.csv,0.6,om,MICHAEL LAI,CHYANNE CHEN,Clone,8
SanFrancisco_11052024_BoS_D5.csv,0.6,om,DEAN PRESTON,BILAL MAHMOOD,Clone,6
SanFrancisco_11052024_BoS_D7.csv,0.6,om,MATT BOSCHETTO,MYRNA MELGAR,Clone,5
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,0.6,om,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,Clone,10
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,0.6,om,NICK JOSEFOWITZ,CATHERINE STEFANI,Clone,5
